,Mountain Peak,Distance from Campsite (miles),name,Long,Lat,Peak Longitude,Peak Latitude
577,Conundrum Peak,14.718076235340224,Lost Man,-106.625,39.122,-106.862749,39.015682
578,Conundrum Peak,14.0861785455713,Portal,-106.61200000000001,39.076,-106.862749,39.015682
579,Conundrum Peak,19.1816602198002,Rivers End,-106.569,38.858000000000004,-106.862749,39.015682
580,Conundrum Peak,10.563730879303003,Weller,-106.72,39.121,-106.862749,39.015682
581,Conundrum Peak,13.531379926914335,Mosca,-106.71,38.86,-106.862749,39.015682
582,Conundrum Peak,13.041379152353157,Cement Creek,-106.837,38.828,-106.862749,39.015682
583,Conundrum Peak,8.036497528551932,Gothic,-107.006,38.982,-106.862749,39.015682
584,Conundrum Peak,16.132986227540783,Lake Irwin,-107.10799999999999,38.881,-106.862749,39.015682
585,Conundrum Peak,9.899159026253164,Silver Bar,-106.884,39.158,-106.862749,39.015682
586,Conundrum Peak,8.965382456610728,Silver Bell,-106.895,39.143,-106.862749,39.015682
587,Conundrum Peak,8.160844926421868,Silver Queen,-106.90100000000001,39.13,-106.862749,39.015682
588,Conundrum Peak,19.065740508881373,Spring Creek,-106.76700000000001,38.75,-106.862749,39.015682
589,North Maroon Peak,12.273831630974714,Difficult,-106.774,39.141,-106.987058,39.076007000000004
590,North Maroon Peak,19.011455352663734,Dorchester,-106.663,38.965,-106.987058,39.076007000000004
591,North Maroon Peak,15.915048520388387,Lincoln Gulch,-106.695,39.117,-106.987058,39.076007000000004
592,North Maroon Peak,19.67226115422257,Lost Man,-106.625,39.122,-106.987058,39.076007000000004
593,North Maroon Peak,14.653564150349801,Weller,-106.72,39.121,-106.987058,39.076007000000004
594,North Maroon Peak,18.93800570857626,Cement Creek,-106.837,38.828,-106.987058,39.076007000000004
595,North Maroon Peak,6.574417345201234,Gothic,-107.006,38.982,-106.987058,39.076007000000004
596,North Maroon Peak,14.958051764300713,Lake Irwin,-107.10799999999999,38.881,-106.987058,39.076007000000004
597,North Maroon Peak,7.913071734457125,Silver Bar,-106.884,39.158,-106.987058,39.076007000000004
598,North Maroon Peak,6.766474790465223,Silver Bell,-106.895,39.143,-106.987058,39.076007000000004
599,North Maroon Peak,5.933690105265163,Silver Queen,-106.90100000000001,39.13,-106.987058,39.076007000000004
600,North Maroon Peak,17.788875504141075,McClure,-107.87200000000001,38.059,-106.987058,39.076007000000004
601,North Maroon Peak,17.788875504141075,McClure,-107.31299999999999,39.124,-106.987058,39.076007000000004
602,North Maroon Peak,16.040659694635092,Avalanche,-107.204,39.236,-106.987058,39.076007000000004
603,North Maroon Peak,14.837852937022944,Bogan Flats,-107.262,39.1,-106.987058,39.076007000000004
604,North Maroon Peak,16.956206912412153,Erickson Springs,-107.264,38.958,-106.987058,39.076007000000004
605,North Maroon Peak,18.532627861512957,Lost Lake,-107.208,38.87,-106.987058,39.076007000000004
606,North Maroon Peak,15.578814734071846,Redstone,-107.229,39.201,-106.987058,39.076007000000004
607,Mt. Princeton,19.12511487769263,Rivers End,-106.569,38.858000000000004,-106.2424,38.7492
608,Mt. Princeton,2.7121116806895578,Cascade,-106.245,38.71,-106.2424,38.7492
609,Mt. Princeton,2.5520058351404242,Chalk Lake,-106.23299999999999,38.713,-106.2424,38.7492
610,Mt. Princeton,5.928527056047895,Collegiate Peaks,-106.316,38.813,-106.2424,38.7492
611,Mt. Princeton,3.50376138601528,Cottonwood Lake,-106.292,38.782,-106.2424,38.7492
612,Mt. Princeton,5.8538778758858685,Iron City,-106.338,38.709,-106.2424,38.7492
613,Mt. Princeton,18.794250752359893,Lakeview - Almont,-106.58,38.818000000000005,-106.2424,38.7492
614,Mt. Princeton,10.218074930240823,Mirror Lake - Almont,-106.432,38.747,-106.2424,38.7492
615,Mt. Princeton,2.6265436532842847,Mount Princeton,-106.22399999999999,38.714,-106.2424,38.7492
616,Mt. Princeton,9.886211434312314,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.2424,38.7492
617,Mt. Princeton,9.134005961238646,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.2424,38.7492
618,Mt. Princeton,11.541327105635709,Angel of Shavano,-106.221,38.583,-106.2424,38.7492
619,Mt. Princeton,14.336232523715363,Garfield,-106.302,38.547,-106.2424,38.7492
620,Mt. Princeton,19.028145798348817,Gold Creek,-106.574,38.655,-106.2424,38.7492
621,Mt. Princeton,12.230610964664745,Hecla Junction - Arkansas Headwaters State Rec Area,-106.052,38.653,-106.2424,38.7492
622,Mt. Princeton,13.153750346457596,Middle Quartz,-106.425,38.623000000000005,-106.2424,38.7492
623,Mt. Princeton,16.718144364097803,Monarch Park,-106.325,38.516,-106.2424,38.7492
624,Mt. Princeton,10.362618734469741,North Fork Reservoir,-106.32,38.611999999999995,-106.2424,38.7492
625,Mt. Princeton,16.898590498025076,Pitkin,-106.5,38.61,-106.2424,38.7492
626,Mt. Princeton,14.43476909350194,Quartz,-106.469,38.638000000000005,-106.2424,38.7492
627,Mt. Princeton,18.313558133713865,Snowblind,-106.415,38.521,-106.2424,38.7492
628,Mt. Antero,2.481322043427271,Cascade,-106.245,38.71,-106.2462,38.6741
629,Mt. Antero,2.780428922099828,Chalk Lake,-106.23299999999999,38.713,-106.2462,38.6741
630,Mt. Antero,10.307998860834825,Collegiate Peaks,-106.316,38.813,-106.2462,38.6741
631,Mt. Antero,7.853363632805391,Cottonwood Lake,-106.292,38.782,-106.2462,38.6741
632,Mt. Antero,5.506766691020426,Iron City,-106.338,38.709,-106.2462,38.6741
633,Mt. Antero,11.212492483260814,Mirror Lake - Almont,-106.432,38.747,-106.2462,38.6741
634,Mt. Antero,3.0055810096541187,Mount Princeton,-106.22399999999999,38.714,-106.2462,38.6741
635,Mt. Antero,14.589465505653518,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.2462,38.6741
636,Mt. Antero,10.847529273454777,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.2462,38.6741
637,Mt. Antero,6.439765030278937,Angel of Shavano,-106.221,38.583,-106.2462,38.6741
638,Mt. Antero,19.94367835665013,Comanche,-106.603,38.599000000000004,-106.2462,38.6741
639,Mt. Antero,9.284246178221089,Garfield,-106.302,38.547,-106.2462,38.6741
640,Mt. Antero,17.733923312183453,Gold Creek,-106.574,38.655,-106.2462,38.6741
641,Mt. Antero,10.578150093355818,Hecla Junction - Arkansas Headwaters State Rec Area,-106.052,38.653,-106.2462,38.6741
642,Mt. Antero,10.274105823728164,Middle Quartz,-106.425,38.623000000000005,-106.2462,38.6741
643,Mt. Antero,11.72335443533559,Monarch Park,-106.325,38.516,-106.2462,38.6741
644,Mt. Antero,5.854257007704487,North Fork Reservoir,-106.32,38.611999999999995,-106.2462,38.6741
645,Mt. Antero,17.89509616318173,Ohaver Lake,-106.14299999999999,38.428000000000004,-106.2462,38.6741
646,Mt. Antero,14.395029019251748,Pitkin,-106.5,38.61,-106.2462,38.6741
647,Mt. Antero,12.277490585746445,Quartz,-106.469,38.638000000000005,-106.2462,38.6741
648,Mt. Antero,13.963816050717021,Snowblind,-106.415,38.521,-106.2462,38.6741
649,Mt. Shavano,6.281275802365965,Cascade,-106.245,38.71,-106.2393,38.6192
650,Mt. Shavano,6.48993180660545,Chalk Lake,-106.23299999999999,38.713,-106.2393,38.6192
651,Mt. Shavano,14.014339651109914,Collegiate Peaks,-106.316,38.813,-106.2393,38.6192
652,Mt. Shavano,11.601920368704091,Cottonwood Lake,-106.292,38.782,-106.2393,38.6192
653,Mt. Shavano,8.17630998287174,Iron City,-106.338,38.709,-106.2393,38.6192
654,Mt. Shavano,13.6380481312776,Mirror Lake - Almont,-106.432,38.747,-106.2393,38.6192
655,Mt. Shavano,6.601921970942727,Mount Princeton,-106.22399999999999,38.714,-106.2393,38.6192
656,Mt. Shavano,18.03860865981464,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.2393,38.6192
657,Mt. Shavano,12.93031329040949,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.2393,38.6192
658,Mt. Shavano,2.689328108055352,Angel of Shavano,-106.221,38.583,-106.2393,38.6192
659,Mt. Shavano,19.686270547842874,Comanche,-106.603,38.599000000000004,-106.2393,38.6192
660,Mt. Shavano,6.029464533582419,Garfield,-106.302,38.547,-106.2393,38.6192
661,Mt. Shavano,18.232495627208827,Gold Creek,-106.574,38.655,-106.2393,38.6192
662,Mt. Shavano,10.375076376609236,Hecla Junction - Arkansas Headwaters State Rec Area,-106.052,38.653,-106.2393,38.6192
663,Mt. Shavano,10.027999528029756,Middle Quartz,-106.425,38.623000000000005,-106.2393,38.6192
664,Mt. Shavano,8.501693788494835,Monarch Park,-106.325,38.516,-106.2393,38.6192
665,Mt. Shavano,4.385037914250626,North Fork Reservoir,-106.32,38.611999999999995,-106.2393,38.6192
666,Mt. Shavano,14.199401268460992,Ohaver Lake,-106.14299999999999,38.428000000000004,-106.2393,38.6192
667,Mt. Shavano,14.088874277344821,Pitkin,-106.5,38.61,-106.2393,38.6192
668,Mt. Shavano,12.466356030728706,Quartz,-106.469,38.638000000000005,-106.2393,38.6192
669,Mt. Shavano,11.667255223319284,Snowblind,-106.415,38.521,-106.2393,38.6192
670,Tabeguache Peak,5.8471205084362055,Cascade,-106.245,38.71,-106.2509,38.6255
671,Tabeguache Peak,6.12236463464989,Chalk Lake,-106.23299999999999,38.713,-106.2509,38.6255
672,Tabeguache Peak,13.422068950864618,Collegiate Peaks,-106.316,38.813,-106.2509,38.6255
673,Tabeguache Peak,11.037982179989779,Cottonwood Lake,-106.292,38.782,-106.2509,38.6255
674,Tabeguache Peak,7.440746101150341,Iron City,-106.338,38.709,-106.2509,38.6255
675,Tabeguache Peak,12.879286035618481,Mirror Lake - Almont,-106.432,38.747,-106.2509,38.6255
676,Tabeguache Peak,6.284658774553895,Mount Princeton,-106.22399999999999,38.714,-106.2509,38.6255
677,Tabeguache Peak,17.818478732165307,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.2509,38.6255
678,Tabeguache Peak,13.072101229472365,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.2509,38.6255
679,Tabeguache Peak,3.3510447325362964,Angel of Shavano,-106.221,38.583,-106.2509,38.6255
680,Tabeguache Peak,19.097572927442023,Comanche,-106.603,38.599000000000004,-106.2509,38.6255
681,Tabeguache Peak,6.0856641634107795,Garfield,-106.302,38.547,-106.2509,38.6255
682,Tabeguache Peak,17.555826914483333,Gold Creek,-106.574,38.655,-106.2509,38.6255
683,Tabeguache Peak,10.90128247055186,Hecla Junction - Arkansas Headwaters State Rec Area,-106.052,38.653,-106.2509,38.6255
684,Tabeguache Peak,9.399538725368675,Middle Quartz,-106.425,38.623000000000005,-106.2509,38.6255
685,Tabeguache Peak,8.559479860537005,Monarch Park,-106.325,38.516,-106.2509,38.6255
686,Tabeguache Peak,3.8451698370479632,North Fork Reservoir,-106.32,38.611999999999995,-106.2509,38.6255
687,Tabeguache Peak,14.840218548508048,Ohaver Lake,-106.14299999999999,38.428000000000004,-106.2509,38.6255
688,Tabeguache Peak,13.490259873731747,Pitkin,-106.5,38.61,-106.2509,38.6255
689,Tabeguache Peak,11.803487929812814,Quartz,-106.469,38.638000000000005,-106.2509,38.6255
690,Tabeguache Peak,11.432915002870825,Snowblind,-106.415,38.521,-106.2509,38.6255
691,Blanca Peak,11.621805417817418,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.4856,37.5775
692,Blanca Peak,15.01281485336729,San Luis State Park,-105.735,37.668,-105.4856,37.5775
693,Crestone Peak,15.948523935024703,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.5855,37.9669
694,Crestone Peak,7.918531708776707,Alvarado,-105.56200000000001,38.08,-105.5855,37.9669
695,Crestone Peak,6.578196172754552,North Crestone Creek,-105.689,38.016,-105.5855,37.9669
696,Crestone Needle,15.67447402922585,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.5766,37.9647
697,Crestone Needle,8.006086662869826,Alvarado,-105.56200000000001,38.08,-105.5766,37.9647
698,Crestone Needle,7.072894753795953,North Crestone Creek,-105.689,38.016,-105.5766,37.9647
699,Kit Carson Mountain,17.06797320532785,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.6026,37.9797
700,Kit Carson Mountain,7.273879951856015,Alvarado,-105.56200000000001,38.08,-105.6026,37.9797
701,Kit Carson Mountain,5.33118573267369,North Crestone Creek,-105.689,38.016,-105.6026,37.9797
702,Kit Carson Mountain,19.975213388957673,Lake Creek,-105.662,38.265,-105.6026,37.9797
703,Challenger Point,17.18305362561557,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.6066,37.9804
704,Challenger Point,7.297308701262032,Alvarado,-105.56200000000001,38.08,-105.6066,37.9804
705,Challenger Point,5.116576132512829,North Crestone Creek,-105.689,38.016,-105.6066,37.9804
706,Challenger Point,19.89341209594548,Lake Creek,-105.662,38.265,-105.6066,37.9804
707,Humboldt Peak,16.207569768667188,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.5552,37.9762
708,Humboldt Peak,7.181509751433553,Alvarado,-105.56200000000001,38.08,-105.5552,37.9762
709,Humboldt Peak,7.787102247692022,North Crestone Creek,-105.689,38.016,-105.5552,37.9762
710,Ellingwood Point,11.241030553263037,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.4927,37.5826
711,Ellingwood Point,14.513249995586568,San Luis State Park,-105.735,37.668,-105.4927,37.5826
712,Mt. Lindsey,11.619544591148369,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.4449,37.5837
713,Mt. Lindsey,16.910081350932106,San Luis State Park,-105.735,37.668,-105.4449,37.5837
714,Little Bear Peak,12.33376871962229,Pinyon Flats - Sand Dunes National Monument,-105.505,37.745,-105.4972,37.5666
715,Little Bear Peak,14.780712069441742,San Luis State Park,-105.735,37.668,-105.4972,37.5666
716,Uncompahgre Peak,11.625402473345208,Amphitheater,-107.665,38.019,-107.4621,38.0717
717,Uncompahgre Peak,13.116899191950338,Beaver Lake,-107.545,38.25,-107.4621,38.0717
718,Uncompahgre Peak,10.87848945246033,Big Blue,-107.385,38.217,-107.4621,38.0717
719,Uncompahgre Peak,13.637287117346704,Big Cimarron,-107.545,38.258,-107.4621,38.0717
720,Uncompahgre Peak,19.773027377935314,Cebolla,-107.1,38.047,-107.4621,38.0717
721,Uncompahgre Peak,15.304572152805601,Deer Lakes,-107.18799999999999,38.022,-107.4621,38.0717
722,Uncompahgre Peak,18.029896349595525,Hidden Valley,-107.133,38.041,-107.4621,38.0717
723,Uncompahgre Peak,12.103399031710108,Mill Creek - Lake City,-107.39,37.906,-107.4621,38.0717
724,Uncompahgre Peak,17.83816713174428,Ridgway State Park,-107.736,38.214,-107.4621,38.0717
725,Uncompahgre Peak,19.923909108191374,Rito Hondo,-107.177,37.891,-107.4621,38.0717
726,Uncompahgre Peak,12.077976082103465,Silver Jack,-107.538,38.236,-107.4621,38.0717
727,Uncompahgre Peak,14.227018408318244,Slumgullion,-107.225,37.985,-107.4621,38.0717
728,Uncompahgre Peak,18.851801808913656,Spruce,-107.117,38.047,-107.4621,38.0717
729,Uncompahgre Peak,16.435723206337443,The Gate,-107.259,38.248000000000005,-107.4621,38.0717
730,Uncompahgre Peak,13.507549360160038,Thistledown,-107.694,38.001999999999995,-107.4621,38.0717
731,Uncompahgre Peak,12.414836280154192,Williams Creek,-107.336,37.922,-107.4621,38.0717
732,Uncompahgre Peak,11.719290121054463,Wupperman,-107.287,37.973,-107.4621,38.0717
733,Mt. Sneffels,7.00913931117707,Amphitheater,-107.665,38.019,-107.7923,38.0038
734,Mt. Sneffels,14.842601453599482,Ridgway State Park,-107.736,38.214,-107.7923,38.0038
735,Mt. Sneffels,5.353362197107938,Thistledown,-107.694,38.001999999999995,-107.7923,38.0038
736,Mt. Sneffels,19.03679295536147,Cayton,-107.977,37.77,-107.7923,38.0038
737,Mt. Sneffels,11.989971391182616,Matterhorn,-107.881,37.845,-107.7923,38.0038
738,Mt. Sneffels,5.775894574336326,McClure,-107.87200000000001,38.059,-107.7923,38.0038
739,Mt. Sneffels,5.775894574336326,McClure,-107.31299999999999,39.124,-107.7923,38.0038
740,Mt. Sneffels,18.58699213456188,Molas Lake Public Park,-107.68299999999999,37.749,-107.7923,38.0038
741,Mt. Sneffels,13.699316731838236,South Mineral,-107.775,37.806,-107.7923,38.0038
742,Mt. Sneffels,9.55272982862547,Sunshine,-107.89,37.889,-107.7923,38.0038
743,Mt. Sneffels,4.811889223131267,Telluride Town Park,-107.806,37.935,-107.7923,38.0038
744,Mt. Sneffels,16.500567824473745,Woods Lake,-108.055,37.885,-107.7923,38.0038
745,Handies Peak,11.409290894254376,Amphitheater,-107.665,38.019,-107.5044,37.913000000000004
746,Handies Peak,18.80828723116277,Deer Lakes,-107.18799999999999,38.022,-107.5044,37.913000000000004
747,Handies Peak,6.255129327423181,Mill Creek - Lake City,-107.39,37.906,-107.5044,37.913000000000004
748,Handies Peak,17.914304540419934,Rito Hondo,-107.177,37.891,-107.5044,37.913000000000004
749,Handies Peak,16.015270648975207,Slumgullion,-107.225,37.985,-107.5044,37.913000000000004
750,Handies Peak,12.021032429815245,Thistledown,-107.694,38.001999999999995,-107.5044,37.913000000000004
751,Handies Peak,9.200199641183215,Williams Creek,-107.336,37.922,-107.5044,37.913000000000004
752,Handies Peak,12.550408886950361,Wupperman,-107.287,37.973,-107.5044,37.913000000000004
753,Handies Peak,14.946470414658666,Molas Lake Public Park,-107.68299999999999,37.749,-107.5044,37.913000000000004
754,Handies Peak,16.50937098217751,South Mineral,-107.775,37.806,-107.5044,37.913000000000004
755,Handies Peak,16.508310115820727,Telluride Town Park,-107.806,37.935,-107.5044,37.913000000000004
756,Handies Peak,13.125303593735287,Lost Trail,-107.34899999999999,37.768,-107.5044,37.913000000000004
757,Handies Peak,18.745741257995604,Thirtymile,-107.258,37.724000000000004,-107.5044,37.913000000000004
758,Handies Peak,19.600298475757683,River Hill,-107.23,37.73,-107.5044,37.913000000000004
759,Handies Peak,19.88959065628083,Silver Thread,-107.156,37.828,-107.5044,37.913000000000004
760,Redcloud Peak,14.294512061213585,Amphitheater,-107.665,38.019,-107.4219,37.941
761,Redcloud Peak,19.17528304988668,Big Blue,-107.385,38.217,-107.4219,37.941
762,Redcloud Peak,18.99649660108829,Cebolla,-107.1,38.047,-107.4219,37.941
763,Redcloud Peak,13.9135654335848,Deer Lakes,-107.18799999999999,38.022,-107.4219,37.941
764,Redcloud Peak,17.182082284932317,Hidden Valley,-107.133,38.041,-107.4219,37.941
765,Redcloud Peak,2.97843948865736,Mill Creek - Lake City,-107.39,37.906,-107.4219,37.941
766,Redcloud Peak,13.789079552099993,Rito Hondo,-107.177,37.891,-107.4219,37.941
767,Redcloud Peak,11.148517912770277,Slumgullion,-107.225,37.985,-107.4219,37.941
768,Redcloud Peak,18.14589924870431,Spruce,-107.117,38.047,-107.4219,37.941
769,Redcloud Peak,15.408392958660713,Thistledown,-107.694,38.001999999999995,-107.4219,37.941
770,Redcloud Peak,4.861941617040543,Williams Creek,-107.336,37.922,-107.4219,37.941
771,Redcloud Peak,7.674578139422638,Wupperman,-107.287,37.973,-107.4219,37.941
772,Redcloud Peak,19.466344595469884,Molas Lake Public Park,-107.68299999999999,37.749,-107.4219,37.941
773,Redcloud Peak,12.597526702254335,Lost Trail,-107.34899999999999,37.768,-107.4219,37.941
774,Redcloud Peak,17.458546104123407,Thirtymile,-107.258,37.724000000000004,-107.4219,37.941
775,Redcloud Peak,17.949935476724097,River Hill,-107.23,37.73,-107.4219,37.941
776,Redcloud Peak,16.46859400325472,Silver Thread,-107.156,37.828,-107.4219,37.941
777,Redcloud Peak,17.375791348832404,Bristol Head,-107.14399999999999,37.818000000000005,-107.4219,37.941
778,Redcloud Peak,17.0472046656645,North Clear Creek,-107.139,37.836,-107.4219,37.941
779,Redcloud Peak,17.920038294964154,Road Canyon,-107.193,37.755,-107.4219,37.941
780,Wetterhorn Peak,8.866874515117004,Amphitheater,-107.665,38.019,-107.5109,38.0607
781,Wetterhorn Peak,13.210076498903582,Beaver Lake,-107.545,38.25,-107.5109,38.0607
782,Wetterhorn Peak,12.784295489469757,Big Blue,-107.385,38.217,-107.5109,38.0607
783,Wetterhorn Peak,13.757570718589681,Big Cimarron,-107.545,38.258,-107.5109,38.0607
784,Wetterhorn Peak,17.773268255266412,Deer Lakes,-107.18799999999999,38.022,-107.5109,38.0607
785,Wetterhorn Peak,12.553973419906697,Mill Creek - Lake City,-107.39,37.906,-107.5109,38.0607
786,Wetterhorn Peak,16.181446039018674,Ridgway State Park,-107.736,38.214,-107.5109,38.0607
787,Wetterhorn Peak,12.201375940613572,Silver Jack,-107.538,38.236,-107.5109,38.0607
788,Wetterhorn Peak,16.416996042425648,Slumgullion,-107.225,37.985,-107.5109,38.0607
789,Wetterhorn Peak,18.835892682147076,The Gate,-107.259,38.248000000000005,-107.5109,38.0607
790,Wetterhorn Peak,10.758722902768078,Thistledown,-107.694,38.001999999999995,-107.5109,38.0607
791,Wetterhorn Peak,13.510915225777566,Williams Creek,-107.336,37.922,-107.5109,38.0607
792,Wetterhorn Peak,13.611093855991884,Wupperman,-107.287,37.973,-107.5109,38.0607
793,Wetterhorn Peak,19.645054393278702,McClure,-107.87200000000001,38.059,-107.5109,38.0607
794,Wetterhorn Peak,19.645054393278702,McClure,-107.31299999999999,39.124,-107.5109,38.0607
795,Wetterhorn Peak,18.264814875424833,Telluride Town Park,-107.806,37.935,-107.5109,38.0607
796,Sunshine Peak,14.636108313092066,Amphitheater,-107.665,38.019,-107.4256,37.9228
797,Sunshine Peak,19.698968234639132,Cebolla,-107.1,38.047,-107.4256,37.9228
798,Sunshine Peak,14.6444537761719,Deer Lakes,-107.18799999999999,38.022,-107.4256,37.9228
799,Sunshine Peak,17.90601232015005,Hidden Valley,-107.133,38.041,-107.4256,37.9228
800,Sunshine Peak,2.2612435052461612,Mill Creek - Lake City,-107.39,37.906,-107.4256,37.9228
801,Sunshine Peak,13.729609872532563,Rito Hondo,-107.177,37.891,-107.4256,37.9228
802,Sunshine Peak,11.743541875293712,Slumgullion,-107.225,37.985,-107.4256,37.9228
803,Sunshine Peak,18.869955384224724,Spruce,-107.117,38.047,-107.4256,37.9228
804,Sunshine Peak,15.611532656665297,Thistledown,-107.694,38.001999999999995,-107.4256,37.9228
805,Sunshine Peak,4.883911578809893,Williams Creek,-107.336,37.922,-107.4256,37.9228
806,Sunshine Peak,8.31016013408003,Wupperman,-107.287,37.973,-107.4256,37.9228
807,Sunshine Peak,18.479529571135856,Molas Lake Public Park,-107.68299999999999,37.749,-107.4256,37.9228
808,Sunshine Peak,11.4833284863457,Lost Trail,-107.34899999999999,37.768,-107.4256,37.9228
809,Sunshine Peak,16.50292922532589,Thirtymile,-107.258,37.724000000000004,-107.4256,37.9228
810,Sunshine Peak,17.0708184252526,River Hill,-107.23,37.73,-107.4256,37.9228
811,Sunshine Peak,16.096742833764186,Silver Thread,-107.156,37.828,-107.4256,37.9228
812,Sunshine Peak,16.980598026920948,Bristol Head,-107.14399999999999,37.818000000000005,-107.4256,37.9228
813,Sunshine Peak,16.74121533160334,North Clear Creek,-107.139,37.836,-107.4256,37.9228
814,Sunshine Peak,17.190404505682444,Road Canyon,-107.193,37.755,-107.4256,37.9228
815,San Luis Peak,10.081167187308177,Cebolla,-107.1,38.047,-106.9313,37.9868
816,San Luis Peak,14.18571820514773,Deer Lakes,-107.18799999999999,38.022,-106.9313,37.9868
817,San Luis Peak,11.600923886416458,Hidden Valley,-107.133,38.041,-106.9313,37.9868
818,San Luis Peak,14.935598489830717,Rito Hondo,-107.177,37.891,-106.9313,37.9868
819,San Luis Peak,15.994602403203801,Slumgullion,-107.225,37.985,-106.9313,37.9868
820,San Luis Peak,10.930781551513272,Spruce,-107.117,38.047,-106.9313,37.9868
821,San Luis Peak,19.395505126273438,Wupperman,-107.287,37.973,-106.9313,37.9868
822,San Luis Peak,16.445103847787482,Silver Thread,-107.156,37.828,-106.9313,37.9868
823,San Luis Peak,16.446889435339187,Bristol Head,-107.14399999999999,37.818000000000005,-106.9313,37.9868
824,San Luis Peak,15.386915396258935,North Clear Creek,-107.139,37.836,-106.9313,37.9868
825,San Luis Peak,16.01331802516816,Hansons Mill,-106.73700000000001,37.813,-106.9313,37.9868
826,San Luis Peak,13.988522723355725,Marshall Park,-106.986,37.789,-106.9313,37.9868
827,San Luis Peak,18.647219281795156,Palisade - South Fork,-106.765,37.751,-106.9313,37.9868
828,San Luis Peak,16.077442560532262,Rio Grande,-107.012,37.763000000000005,-106.9313,37.9868
829,San Luis Peak,14.02290867256287,Stone Cellar,-106.677,38.019,-106.9313,37.9868
830,Mt. Wilson,19.743419359802463,Thistledown,-107.694,38.001999999999995,-107.9916,37.8391
831,Mt. Wilson,5.381323442003463,Burro Bridge,-108.066,37.788000000000004,-107.9916,37.8391
832,Mt. Wilson,4.84047352878246,Cayton,-107.977,37.77,-107.9916,37.8391
833,Mt. Wilson,6.048525657010999,Matterhorn,-107.881,37.845,-107.9916,37.8391
834,Mt. Wilson,16.532217482818183,McClure,-107.87200000000001,38.059,-107.9916,37.8391
835,Mt. Wilson,16.532217482818183,McClure,-107.31299999999999,39.124,-107.9916,37.8391
836,Mt. Wilson,17.962649654673516,Molas Lake Public Park,-107.68299999999999,37.749,-107.9916,37.8391
837,Mt. Wilson,17.67726456624358,Purgatory,-107.807,37.629,-107.9916,37.8391
838,Mt. Wilson,15.342455062360045,Sig Creek,-107.884,37.634,-107.9916,37.8391
839,Mt. Wilson,12.040862904582061,South Mineral,-107.775,37.806,-107.9916,37.8391
840,Mt. Wilson,6.526984620382294,Sunshine,-107.89,37.889,-107.9916,37.8391
841,Mt. Wilson,12.097014930084063,Telluride Town Park,-107.806,37.935,-107.9916,37.8391
842,Mt. Wilson,19.86316888164134,West Dolores,-108.27600000000001,37.66,-107.9916,37.8391
843,Mt. Wilson,4.692391518202852,Woods Lake,-108.055,37.885,-107.9916,37.8391
844,Wilson Peak,18.623710939017734,Thistledown,-107.694,38.001999999999995,-107.9847,37.8603
845,Wilson Peak,6.681551123336868,Burro Bridge,-108.066,37.788000000000004,-107.9847,37.8603
846,Wilson Peak,6.25333703663029,Cayton,-107.977,37.77,-107.9847,37.8603
847,Wilson Peak,5.755387781767905,Matterhorn,-107.881,37.845,-107.9847,37.8603
848,Wilson Peak,15.039254495424162,McClure,-107.87200000000001,38.059,-107.9847,37.8603
849,Wilson Peak,15.039254495424162,McClure,-107.31299999999999,39.124,-107.9847,37.8603
850,Wilson Peak,18.177146980060982,Molas Lake Public Park,-107.68299999999999,37.749,-107.9847,37.8603
851,Wilson Peak,18.69940360347685,Purgatory,-107.807,37.629,-107.9847,37.8603
852,Wilson Peak,16.57565563022156,Sig Creek,-107.884,37.634,-107.9847,37.8603
853,Wilson Peak,12.042770987651936,South Mineral,-107.775,37.806,-107.9847,37.8603
854,Wilson Peak,5.532512920140198,Sunshine,-107.89,37.889,-107.9847,37.8603
855,Wilson Peak,11.02586225128177,Telluride Town Park,-107.806,37.935,-107.9847,37.8603
856,Wilson Peak,4.196911482969701,Woods Lake,-108.055,37.885,-107.9847,37.8603
857,Grays Peak,14.49708940250227,Aspen,-106.03200000000001,40.516999999999996,-105.8176,39.6339
858,Grays Peak,14.49708940250227,Aspen,-105.84299999999999,39.425,-105.8176,39.6339
859,Grays Peak,10.44788094821218,Hall Valley,-105.805,39.483000000000004,-105.8176,39.6339
860,Grays Peak,10.528240999578763,Handcart,-105.802,39.482,-105.8176,39.6339
